Genotype,gHat,log2vol,Fix,P1,P2
SAM336xSAM347,20.0747955142,-9,1,SAM336,SAM347
SAM370xSAM379,20.0753315015,-9,1,SAM370,SAM379
SAM331xSAM364,20.076220192,-9,1,SAM331,SAM364
SAM339xSAM370,20.076595262,-9,1,SAM339,SAM370
SAM330xSAM351,20.076628737,-9,1,SAM330,SAM351
SAM335xSAM357,20.078989863,-9,1,SAM335,SAM357
SAM331xSAM336,20.079154037,-9,1,SAM331,SAM336
SAM341xSAM350,20.080030754,-9,1,SAM341,SAM350
SAM333xSAM341,20.080722228,-9,1,SAM333,SAM341
SAM363xSAM370,20.081416935,-9,1,SAM363,SAM370
SAM348xSAM370,20.081506215,-9,1,SAM348,SAM370
SAM329xSAM350,20.082345724,-9,1,SAM329,SAM350
SAM329xSAM333,20.083037019,-9,1,SAM329,SAM333
SAM335xSAM343,20.083138414,-9,1,SAM335,SAM343
SAM337xSAM370,20.083423883,-9,1,SAM337,SAM370
SAM347xSAM350,20.083834648,-9,1,SAM347,SAM350
SAM333xSAM347,20.084525816,-9,1,SAM333,SAM347
SAM335xSAM364,20.085123665,-9,1,SAM335,SAM364
SAM330xSAM357,20.08515542,-9,1,SAM330,SAM357
SAM334xSAM341,20.087191254,-9,1,SAM334,SAM341
SAM370xSAM374,20.087561585,-9,1,SAM370,SAM374
SAM335xSAM336,20.08805903,-9,1,SAM335,SAM336
SAM331xSAM350,20.088193826,-9,1,SAM331,SAM350
SAM344xSAM370,20.088846944,-9,1,SAM344,SAM370
SAM331xSAM333,20.088885747,-9,1,SAM331,SAM333
SAM330xSAM343,20.089302763,-9,1,SAM330,SAM343
SAM329xSAM334,20.089507043,-9,1,SAM329,SAM334
SAM332xSAM370,20.090265482,-9,1,SAM332,SAM370
SAM334xSAM347,20.090995252,-9,1,SAM334,SAM347
SAM330xSAM364,20.091288037,-9,1,SAM330,SAM364
SAM355xSAM370,20.092762805,-9,1,SAM355,SAM370
SAM349xSAM370,20.093141123,-9,1,SAM349,SAM370
SAM330xSAM336,20.094223931,-9,1,SAM330,SAM336
SAM331xSAM334,20.095354788,-9,1,SAM331,SAM334
SAM351xSAM370,20.095547512,-9,1,SAM351,SAM370
SAM329xSAM341,20.096560813,-9,1,SAM329,SAM341
SAM335xSAM350,20.097098619,-9,1,SAM335,SAM350
SAM333xSAM335,20.097790606,-9,1,SAM333,SAM335
SAM341xSAM347,20.098050773,-9,1,SAM341,SAM347
SAM329xSAM347,20.100364528,-9,1,SAM329,SAM347
SAM331xSAM341,20.102408528,-9,1,SAM331,SAM341
SAM330xSAM350,20.103262946,-9,1,SAM330,SAM350
SAM330xSAM333,20.103953838,-9,1,SAM330,SAM333
SAM357xSAM370,20.104072422,-9,1,SAM357,SAM370
SAM334xSAM335,20.1042611,-9,1,SAM334,SAM335
SAM329xSAM331,20.104724452,-9,1,SAM329,SAM331
SAM331xSAM347,20.106214017,-9,1,SAM331,SAM347
SAM343xSAM370,20.108220964,-9,1,SAM343,SAM370
SAM364xSAM370,20.110207841,-9,1,SAM364,SAM370
SAM330xSAM334,20.110424623,-9,1,SAM330,SAM334
SAM375xSAM380,20.110477328,-9,1,SAM375,SAM380
SAM335xSAM341,20.1113123,-9,1,SAM335,SAM341
SAM336xSAM370,20.113142133,-9,1,SAM336,SAM370
SAM329xSAM335,20.113629207,-9,1,SAM329,SAM335
SAM335xSAM347,20.115118131,-9,1,SAM335,SAM347
SAM330xSAM341,20.117479786,-9,1,SAM330,SAM341
SAM331xSAM335,20.119476691,-9,1,SAM331,SAM335
SAM329xSAM330,20.119794801,-9,1,SAM329,SAM330
SAM330xSAM347,20.121284216,-9,1,SAM330,SAM347
SAM350xSAM370,20.122181713,-9,1,SAM350,SAM370
SAM333xSAM370,20.122873455,-9,1,SAM333,SAM370
SAM330xSAM331,20.125642255,-9,1,SAM330,SAM331
SAM334xSAM370,20.129342019,-9,1,SAM334,SAM370
SAM330xSAM335,20.134545475,-9,1,SAM330,SAM335
SAM341xSAM370,20.136398032,-9,1,SAM341,SAM370
SAM329xSAM370,20.138712108,-9,1,SAM329,SAM370
SAM347xSAM370,20.14020285,-9,1,SAM347,SAM370
SAM331xSAM370,20.14456211,-9,1,SAM331,SAM370
SAM335xSAM370,20.153463661,-9,1,SAM335,SAM370
SAM366xSAM380,20.156660288,-9,1,SAM366,SAM380
SAM330xSAM370,20.159633279,-9,1,SAM330,SAM370
SAM380xSAM382,20.16881378,-9,1,SAM380,SAM382
SAM362xSAM380,20.201617464,-9,1,SAM362,SAM380
SAM377xSAM380,20.209890008,-9,1,SAM377,SAM380
SAM378xSAM380,20.217120752,-9,1,SAM378,SAM380
SAM367xSAM380,20.218061015,-9,1,SAM367,SAM380
SAM352xSAM380,20.221696153,-9,1,SAM352,SAM380
SAM380xSAM381,20.228074252,-9,1,SAM380,SAM381
SAM356xSAM380,20.230493575,-9,1,SAM356,SAM380
SAM353xSAM380,20.255335659,-9,1,SAM353,SAM380
SAM365xSAM380,20.255386799,-9,1,SAM365,SAM380
SAM373xSAM380,20.256456286,-9,1,SAM373,SAM380
SAM369xSAM380,20.256590932,-9,1,SAM369,SAM380
SAM358xSAM380,20.259167403,-9,1,SAM358,SAM380
SAM372xSAM380,20.2680161,-9,1,SAM372,SAM380
SAM361xSAM380,20.276441306,-9,1,SAM361,SAM380
SAM360xSAM380,20.289648712,-9,1,SAM360,SAM380
SAM354xSAM380,20.290185511,-9,1,SAM354,SAM380
SAM379xSAM380,20.291050821,-9,1,SAM379,SAM380
SAM339xSAM380,20.29231745,-9,1,SAM339,SAM380
SAM363xSAM380,20.29714027,-9,1,SAM363,SAM380
SAM348xSAM380,20.297228277,-9,1,SAM348,SAM380
SAM337xSAM380,20.299146414,-9,1,SAM337,SAM380
SAM374xSAM380,20.303286373,-9,1,SAM374,SAM380
SAM344xSAM380,20.304570228,-9,1,SAM344,SAM380
SAM332xSAM380,20.30598849,-9,1,SAM332,SAM380
SAM355xSAM380,20.308485508,-9,1,SAM355,SAM380
SAM349xSAM380,20.308861643,-9,1,SAM349,SAM380
SAM351xSAM380,20.311272532,-9,1,SAM351,SAM380
SAM357xSAM380,20.319792956,-9,1,SAM357,SAM380
SAM343xSAM380,20.323943078,-9,1,SAM343,SAM380
SAM364xSAM380,20.325929046,-9,1,SAM364,SAM380
SAM336xSAM380,20.328864842,-9,1,SAM336,SAM380
SAM350xSAM380,20.337904185,-9,1,SAM350,SAM380
SAM333xSAM380,20.338596403,-9,1,SAM333,SAM380
SAM334xSAM380,20.345061868,-9,1,SAM334,SAM380
SAM341xSAM380,20.35211885,-9,1,SAM341,SAM380
SAM329xSAM380,20.354432851,-9,1,SAM329,SAM380
SAM347xSAM380,20.355920791,-9,1,SAM347,SAM380
SAM331xSAM380,20.360279977,-9,1,SAM331,SAM380
SAM335xSAM380,20.369183928,-9,1,SAM335,SAM380
SAM330xSAM380,20.37535429,-9,1,SAM330,SAM380
SAM370xSAM380,20.39426884,-9,1,SAM370,SAM380
