Genotype,gHat,log2vol,Fix,P1,P2
SAM2xSAM18,20.188114047,-9,1,SAM2,SAM18
SAM5xSAM39,20.188351512,-9,1,SAM5,SAM39
SAM6xSAM17,20.188648194,-9,1,SAM6,SAM17
SAM6xSAM29,20.192334488,-9,1,SAM6,SAM29
SAM10xSAM12,20.193174526,-9,1,SAM10,SAM12
SAM12xSAM17,20.194518953,-9,1,SAM12,SAM17
SAM6xSAM26,20.195063412,-9,1,SAM6,SAM26
SAM1xSAM18,20.196640923,-9,1,SAM1,SAM18
SAM3xSAM24,20.197733491,-9,1,SAM3,SAM24
SAM12xSAM29,20.198207229,-9,1,SAM12,SAM29
SAM6xSAM11,20.199541971,-9,1,SAM6,SAM11
SAM6xSAM9,20.200555146,-9,1,SAM6,SAM9
SAM2xSAM14,20.200715691,-9,1,SAM2,SAM14
SAM3xSAM19,20.200828165,-9,1,SAM3,SAM19
SAM12xSAM26,20.200935975,-9,1,SAM12,SAM26
SAM2xSAM53,20.203420237,-9,1,SAM2,SAM53
SAM2xSAM36,20.203511894,-9,1,SAM2,SAM36
SAM3xSAM37,20.203833043,-9,1,SAM3,SAM37
SAM2xSAM45,20.204989523,-9,1,SAM2,SAM45
SAM2xSAM30,20.20503883,-9,1,SAM2,SAM30
SAM11xSAM12,20.205414668,-9,1,SAM11,SAM12
SAM9xSAM12,20.206428543,-9,1,SAM9,SAM12
SAM6xSAM15,20.206906512,-9,1,SAM6,SAM15
SAM5xSAM52,20.208948731,-9,1,SAM5,SAM52
SAM3xSAM8,20.208981186,-9,1,SAM3,SAM8
SAM6xSAM25,20.209162339,-9,1,SAM6,SAM25
SAM1xSAM14,20.209239259,-9,1,SAM1,SAM14
SAM1xSAM53,20.211945414,-9,1,SAM1,SAM53
SAM1xSAM36,20.212036133,-9,1,SAM1,SAM36
SAM12xSAM15,20.212779447,-9,1,SAM12,SAM15
SAM2xSAM35,20.212973356,-9,1,SAM2,SAM35
SAM1xSAM45,20.213515863,-9,1,SAM1,SAM45
SAM1xSAM30,20.213564455,-9,1,SAM1,SAM30
SAM12xSAM25,20.215032369,-9,1,SAM12,SAM25
SAM5xSAM24,20.218781397,-9,1,SAM5,SAM24
SAM3xSAM10,20.219463438,-9,1,SAM3,SAM10
SAM3xSAM17,20.220810711,-9,1,SAM3,SAM17
SAM1xSAM35,20.221498355,-9,1,SAM1,SAM35
SAM6xSAM43,20.221812308,-9,1,SAM6,SAM43
SAM5xSAM19,20.221872374,-9,1,SAM5,SAM19
SAM3xSAM29,20.224497244,-9,1,SAM3,SAM29
SAM5xSAM37,20.224879369,-9,1,SAM5,SAM37
SAM3xSAM26,20.227228433,-9,1,SAM3,SAM26
SAM12xSAM43,20.227680027,-9,1,SAM12,SAM43
SAM5xSAM8,20.230025142,-9,1,SAM5,SAM8
SAM3xSAM11,20.231706202,-9,1,SAM3,SAM11
SAM3xSAM9,20.232722252,-9,1,SAM3,SAM9
SAM2xSAM41,20.235447019,-9,1,SAM2,SAM41
SAM3xSAM15,20.239071399,-9,1,SAM3,SAM15
SAM5xSAM10,20.240514487,-9,1,SAM5,SAM10
SAM3xSAM25,20.241328031,-9,1,SAM3,SAM25
SAM2xSAM39,20.241818219,-9,1,SAM2,SAM39
SAM5xSAM17,20.241856664,-9,1,SAM5,SAM17
SAM1xSAM41,20.243972272,-9,1,SAM1,SAM41
SAM5xSAM29,20.24554345,-9,1,SAM5,SAM29
SAM5xSAM26,20.248276889,-9,1,SAM5,SAM26
SAM1xSAM39,20.250344813,-9,1,SAM1,SAM39
SAM5xSAM11,20.252752274,-9,1,SAM5,SAM11
SAM5xSAM9,20.25376305,-9,1,SAM5,SAM9
SAM3xSAM43,20.253976226,-9,1,SAM3,SAM43
SAM5xSAM15,20.260117411,-9,1,SAM5,SAM15
SAM5xSAM25,20.262372792,-9,1,SAM5,SAM25
SAM2xSAM52,20.26241827,-9,1,SAM2,SAM52
SAM6xSAM12,20.267152071,-9,1,SAM6,SAM12
SAM1xSAM52,20.270942241,-9,1,SAM1,SAM52
SAM2xSAM24,20.272247583,-9,1,SAM2,SAM24
SAM5xSAM43,20.27502197,-9,1,SAM5,SAM43
SAM2xSAM19,20.275342345,-9,1,SAM2,SAM19
SAM2xSAM37,20.278347134,-9,1,SAM2,SAM37
SAM1xSAM24,20.280772835,-9,1,SAM1,SAM24
SAM2xSAM8,20.283491731,-9,1,SAM2,SAM8
SAM1xSAM19,20.283869088,-9,1,SAM1,SAM19
SAM1xSAM37,20.28687647,-9,1,SAM1,SAM37
SAM1xSAM8,20.292020947,-9,1,SAM1,SAM8
SAM3xSAM6,20.293443709,-9,1,SAM3,SAM6
SAM2xSAM10,20.293981969,-9,1,SAM2,SAM10
SAM2xSAM17,20.295323878,-9,1,SAM2,SAM17
SAM2xSAM29,20.299013525,-9,1,SAM2,SAM29
SAM3xSAM12,20.299315393,-9,1,SAM3,SAM12
SAM2xSAM26,20.301744252,-9,1,SAM2,SAM26
SAM1xSAM10,20.302508473,-9,1,SAM1,SAM10
SAM1xSAM17,20.303852677,-9,1,SAM1,SAM17
SAM2xSAM11,20.306221068,-9,1,SAM2,SAM11
SAM2xSAM9,20.307232976,-9,1,SAM2,SAM9
SAM1xSAM29,20.307537913,-9,1,SAM1,SAM29
SAM1xSAM26,20.310271412,-9,1,SAM1,SAM26
SAM2xSAM15,20.313583731,-9,1,SAM2,SAM15
SAM5xSAM6,20.314487606,-9,1,SAM5,SAM6
SAM1xSAM11,20.314748794,-9,1,SAM1,SAM11
SAM1xSAM9,20.315762192,-9,1,SAM1,SAM9
SAM2xSAM25,20.315843582,-9,1,SAM2,SAM25
SAM5xSAM12,20.320363134,-9,1,SAM5,SAM12
SAM1xSAM15,20.322113335,-9,1,SAM1,SAM15
SAM1xSAM25,20.324367702,-9,1,SAM1,SAM25
SAM2xSAM43,20.328491807,-9,1,SAM2,SAM43
SAM1xSAM43,20.337016344,-9,1,SAM1,SAM43
SAM3xSAM5,20.346654206,-9,1,SAM3,SAM5
SAM2xSAM6,20.367955953,-9,1,SAM2,SAM6
SAM2xSAM12,20.37383002,-9,1,SAM2,SAM12
SAM1xSAM6,20.376487136,-9,1,SAM1,SAM6
SAM1xSAM12,20.382359475,-9,1,SAM1,SAM12
SAM2xSAM3,20.400124848,-9,1,SAM2,SAM3
SAM1xSAM3,20.408652037,-9,1,SAM1,SAM3
SAM2xSAM5,20.421173751,-9,1,SAM2,SAM5
SAM1xSAM5,20.42970097,-9,1,SAM1,SAM5
SAM1xSAM2,20.483166337,-9,1,SAM1,SAM2
